"year","from","to","points"
2009,"United Kingdom","Azerbaijan",3
2009,"United Kingdom","France",1
2009,"United Kingdom","Germany",7
2009,"United Kingdom","Greece",5
2009,"United Kingdom","Iceland",8
2009,"United Kingdom","Lithuania",4
2009,"United Kingdom","Malta",6
2009,"United Kingdom","Norway",10
2009,"United Kingdom","Turkey",12
2009,"United Kingdom","Ukraine",2
2009,"Andorra","Finland",3
2009,"Andorra","Iceland",10
2009,"Andorra","Israel",8
2009,"Andorra","Malta",6
2009,"Andorra","Montenegro",1
2009,"Andorra","Portugal",12
2009,"Andorra","Romania",4
2009,"Andorra","Sweden",7
2009,"Andorra","Switzerland",2
2009,"Andorra","Turkey",5
2009,"Armenia","Belarus",4
2009,"Armenia","Belgium",1
2009,"Armenia","Bosnia & Herzegovina",6
2009,"Armenia","Iceland",12
2009,"Armenia","Israel",7
2009,"Armenia","Malta",3
2009,"Armenia","Montenegro",5
2009,"Armenia","Romania",2
2009,"Armenia","Sweden",8
2009,"Armenia","Turkey",10
2009,"Belarus","Armenia",10
2009,"Belarus","Bosnia & Herzegovina",5
2009,"Belarus","Iceland",12
2009,"Belarus","Israel",4
2009,"Belarus","Malta",8
2009,"Belarus","Montenegro",3
2009,"Belarus","Romania",1
2009,"Belarus","Sweden",7
2009,"Belarus","Switzerland",2
2009,"Belarus","Turkey",6
2009,"Belgium","Armenia",10
2009,"Belgium","Bosnia & Herzegovina",5
2009,"Belgium","Finland",1
2009,"Belgium","Iceland",7
2009,"Belgium","Israel",3
2009,"Belgium","Malta",8
2009,"Belgium","Portugal",6
2009,"Belgium","Romania",2
2009,"Belgium","Sweden",4
2009,"Belgium","Turkey",12
2009,"Bosnia & Herzegovina","Armenia",1
2009,"Bosnia & Herzegovina","North Macedonia",8
2009,"Bosnia & Herzegovina","Iceland",7
2009,"Bosnia & Herzegovina","Malta",5
2009,"Bosnia & Herzegovina","Montenegro",10
2009,"Bosnia & Herzegovina","Portugal",3
2009,"Bosnia & Herzegovina","Romania",6
2009,"Bosnia & Herzegovina","Sweden",4
2009,"Bosnia & Herzegovina","Switzerland",2
2009,"Bosnia & Herzegovina","Turkey",12
2009,"Bulgaria","Armenia",8
2009,"Bulgaria","Belarus",1
2009,"Bulgaria","Bosnia & Herzegovina",7
2009,"Bulgaria","North Macedonia",10
2009,"Bulgaria","Iceland",6
2009,"Bulgaria","Israel",4
2009,"Bulgaria","Malta",3
2009,"Bulgaria","Portugal",2
2009,"Bulgaria","Romania",5
2009,"Bulgaria","Turkey",12
2009,"Czech Republic","Armenia",12
2009,"Czech Republic","Belarus",1
2009,"Czech Republic","Bosnia & Herzegovina",8
2009,"Czech Republic","North Macedonia",3
2009,"Czech Republic","Iceland",10
2009,"Czech Republic","Israel",4
2009,"Czech Republic","Malta",7
2009,"Czech Republic","Portugal",2
2009,"Czech Republic","Sweden",6
2009,"Czech Republic","Turkey",5
2009,"North Macedonia","Armenia",2
2009,"North Macedonia","Belarus",6
2009,"North Macedonia","Bosnia & Herzegovina",10
2009,"North Macedonia","Bulgaria",5
2009,"North Macedonia","Iceland",4
2009,"North Macedonia","Israel",1
2009,"North Macedonia","Montenegro",8
2009,"North Macedonia","Romania",7
2009,"North Macedonia","Sweden",3
2009,"North Macedonia","Turkey",12
2009,"Finland","Armenia",1
2009,"Finland","Belarus",4
2009,"Finland","Bosnia & Herzegovina",8
2009,"Finland","Iceland",12
2009,"Finland","Israel",6
2009,"Finland","Malta",3
2009,"Finland","Portugal",2
2009,"Finland","Sweden",10
2009,"Finland","Switzerland",5
2009,"Finland","Turkey",7
2009,"Germany","Armenia",10
2009,"Germany","Bosnia & Herzegovina",8
2009,"Germany","Iceland",6
2009,"Germany","Israel",5
2009,"Germany","Malta",3
2009,"Germany","Montenegro",2
2009,"Germany","Portugal",7
2009,"Germany","Romania",1
2009,"Germany","Sweden",4
2009,"Germany","Turkey",12
2009,"Iceland","Armenia",2
2009,"Iceland","Belarus",1
2009,"Iceland","Bosnia & Herzegovina",3
2009,"Iceland","Finland",12
2009,"Iceland","Israel",6
2009,"Iceland","Malta",5
2009,"Iceland","Portugal",8
2009,"Iceland","Romania",4
2009,"Iceland","Sweden",10
2009,"Iceland","Turkey",7
2009,"Israel","Armenia",10
2009,"Israel","Belarus",4
2009,"Israel","Bosnia & Herzegovina",3
2009,"Israel","Iceland",12
2009,"Israel","Malta",5
2009,"Israel","Montenegro",1
2009,"Israel","Portugal",2
2009,"Israel","Romania",8
2009,"Israel","Sweden",7
2009,"Israel","Turkey",6
2009,"Malta","Andorra",3
2009,"Malta","Belarus",1
2009,"Malta","Bosnia & Herzegovina",7
2009,"Malta","Finland",5
2009,"Malta","Iceland",12
2009,"Malta","Israel",4
2009,"Malta","Montenegro",6
2009,"Malta","Romania",2
2009,"Malta","Sweden",8
2009,"Malta","Turkey",10
2009,"Montenegro","Armenia",4
2009,"Montenegro","Belarus",2
2009,"Montenegro","Bosnia & Herzegovina",12
2009,"Montenegro","North Macedonia",10
2009,"Montenegro","Finland",3
2009,"Montenegro","Iceland",7
2009,"Montenegro","Israel",5
2009,"Montenegro","Malta",1
2009,"Montenegro","Romania",6
2009,"Montenegro","Turkey",8
2009,"Portugal","Andorra",4
2009,"Portugal","Bosnia & Herzegovina",7
2009,"Portugal","Finland",3
2009,"Portugal","Iceland",12
2009,"Portugal","Malta",6
2009,"Portugal","Montenegro",1
2009,"Portugal","Romania",10
2009,"Portugal","Sweden",8
2009,"Portugal","Switzerland",2
2009,"Portugal","Turkey",5
2009,"Romania","Armenia",8
2009,"Romania","Bosnia & Herzegovina",5
2009,"Romania","North Macedonia",2
2009,"Romania","Finland",1
2009,"Romania","Iceland",10
2009,"Romania","Israel",3
2009,"Romania","Malta",6
2009,"Romania","Portugal",7
2009,"Romania","Sweden",4
2009,"Romania","Turkey",12
2009,"Sweden","Armenia",5
2009,"Sweden","Belarus",1
2009,"Sweden","Bosnia & Herzegovina",8
2009,"Sweden","Finland",10
2009,"Sweden","Iceland",12
2009,"Sweden","Israel",6
2009,"Sweden","Malta",4
2009,"Sweden","Portugal",3
2009,"Sweden","Switzerland",2
2009,"Sweden","Turkey",7
2009,"Switzerland","Armenia",1
2009,"Switzerland","Bosnia & Herzegovina",8
2009,"Switzerland","North Macedonia",6
2009,"Switzerland","Iceland",7
2009,"Switzerland","Israel",5
2009,"Switzerland","Malta",3
2009,"Switzerland","Montenegro",2
2009,"Switzerland","Portugal",10
2009,"Switzerland","Sweden",4
2009,"Switzerland","Turkey",12
2009,"Turkey","Andorra",1
2009,"Turkey","Armenia",10
2009,"Turkey","Bosnia & Herzegovina",12
2009,"Turkey","Bulgaria",2
2009,"Turkey","North Macedonia",6
2009,"Turkey","Iceland",8
2009,"Turkey","Israel",3
2009,"Turkey","Montenegro",5
2009,"Turkey","Romania",7
2009,"Turkey","Sweden",4
2009,"United Kingdom","Armenia",5
2009,"United Kingdom","Bosnia & Herzegovina",3
2009,"United Kingdom","Finland",4
2009,"United Kingdom","Iceland",8
2009,"United Kingdom","Israel",1
2009,"United Kingdom","Malta",10
2009,"United Kingdom","Portugal",6
2009,"United Kingdom","Romania",2
2009,"United Kingdom","Sweden",7
2009,"United Kingdom","Turkey",12
2009,"Albania","Croatia",1
2009,"Albania","Denmark",5
2009,"Albania","Greece",12
2009,"Albania","Hungary",3
2009,"Albania","Ireland",7
2009,"Albania","Norway",8
2009,"Albania","Poland",6
2009,"Albania","Slovakia",4
2009,"Albania","Slovenia",2
2009,"Albania","The Netherlands",10
2009,"Azerbaijan","Albania",5
2009,"Azerbaijan","Denmark",2
2009,"Azerbaijan","Estonia",3
2009,"Azerbaijan","Greece",4
2009,"Azerbaijan","Hungary",8
2009,"Azerbaijan","Lithuania",6
2009,"Azerbaijan","Moldova",7
2009,"Azerbaijan","Norway",12
2009,"Azerbaijan","Poland",1
2009,"Azerbaijan","Ukraine",10
2009,"Croatia","Albania",10
2009,"Croatia","Azerbaijan",6
2009,"Croatia","Denmark",2
2009,"Croatia","Estonia",4
2009,"Croatia","Greece",3
2009,"Croatia","Ireland",1
2009,"Croatia","Moldova",5
2009,"Croatia","Norway",8
2009,"Croatia","Serbia",12
2009,"Croatia","Slovenia",7
2009,"Cyprus","Azerbaijan",10
2009,"Cyprus","Croatia",2
2009,"Cyprus","Denmark",3
2009,"Cyprus","Estonia",5
2009,"Cyprus","Greece",12
2009,"Cyprus","Lithuania",1
2009,"Cyprus","Moldova",7
2009,"Cyprus","Norway",8
2009,"Cyprus","Serbia",4
2009,"Cyprus","Ukraine",6
2009,"Denmark","Albania",6
2009,"Denmark","Azerbaijan",8
2009,"Denmark","Cyprus",7
2009,"Denmark","Estonia",4
2009,"Denmark","Greece",2
2009,"Denmark","Ireland",10
2009,"Denmark","Lithuania",5
2009,"Denmark","Norway",12
2009,"Denmark","Poland",3
2009,"Denmark","The Netherlands",1
2009,"Estonia","Azerbaijan",10
2009,"Estonia","Cyprus",6
2009,"Estonia","Denmark",8
2009,"Estonia","Greece",5
2009,"Estonia","Ireland",4
2009,"Estonia","Latvia",1
2009,"Estonia","Lithuania",7
2009,"Estonia","Moldova",2
2009,"Estonia","Norway",12
2009,"Estonia","Ukraine",3
2009,"France","Albania",5
2009,"France","Azerbaijan",10
2009,"France","Estonia",8
2009,"France","Greece",6
2009,"France","Ireland",1
2009,"France","Lithuania",2
2009,"France","Moldova",7
2009,"France","Norway",3
2009,"France","Poland",4
2009,"France","Serbia",12
2009,"Greece","Albania",10
2009,"Greece","Azerbaijan",7
2009,"Greece","Cyprus",12
2009,"Greece","Denmark",2
2009,"Greece","Estonia",4
2009,"Greece","Moldova",6
2009,"Greece","Norway",8
2009,"Greece","Poland",1
2009,"Greece","Serbia",5
2009,"Greece","Ukraine",3
2009,"Hungary","Albania",4
2009,"Hungary","Azerbaijan",12
2009,"Hungary","Croatia",1
2009,"Hungary","Denmark",3
2009,"Hungary","Estonia",7
2009,"Hungary","Greece",6
2009,"Hungary","Moldova",5
2009,"Hungary","Norway",10
2009,"Hungary","Serbia",2
2009,"Hungary","Ukraine",8
2009,"Ireland","Azerbaijan",6
2009,"Ireland","Cyprus",2
2009,"Ireland","Denmark",7
2009,"Ireland","Estonia",4
2009,"Ireland","Lithuania",12
2009,"Ireland","Moldova",5
2009,"Ireland","Norway",8
2009,"Ireland","Poland",10
2009,"Ireland","Slovakia",1
2009,"Ireland","Ukraine",3
2009,"Latvia","Azerbaijan",8
2009,"Latvia","Cyprus",1
2009,"Latvia","Denmark",3
2009,"Latvia","Estonia",12
2009,"Latvia","Greece",4
2009,"Latvia","Ireland",5
2009,"Latvia","Lithuania",7
2009,"Latvia","Moldova",2
2009,"Latvia","Norway",10
2009,"Latvia","Ukraine",6
2009,"Lithuania","Azerbaijan",10
2009,"Lithuania","Cyprus",1
2009,"Lithuania","Denmark",5
2009,"Lithuania","Estonia",8
2009,"Lithuania","Greece",4
2009,"Lithuania","Ireland",7
2009,"Lithuania","Latvia",6
2009,"Lithuania","Norway",12
2009,"Lithuania","Poland",3
2009,"Lithuania","Ukraine",2
2009,"Moldova","Albania",5
2009,"Moldova","Azerbaijan",12
2009,"Moldova","Croatia",3
2009,"Moldova","Estonia",7
2009,"Moldova","Greece",6
2009,"Moldova","Ireland",2
2009,"Moldova","Lithuania",4
2009,"Moldova","Norway",10
2009,"Moldova","Poland",1
2009,"Moldova","Ukraine",8
2009,"Norway","Albania",5
2009,"Norway","Azerbaijan",6
2009,"Norway","Denmark",12
2009,"Norway","Estonia",8
2009,"Norway","Greece",1
2009,"Norway","Ireland",4
2009,"Norway","Lithuania",7
2009,"Norway","Moldova",10
2009,"Norway","Poland",3
2009,"Norway","Serbia",2
2009,"Poland","Albania",6
2009,"Poland","Azerbaijan",12
2009,"Poland","Denmark",1
2009,"Poland","Estonia",8
2009,"Poland","Greece",2
2009,"Poland","Ireland",3
2009,"Poland","Lithuania",4
2009,"Poland","Moldova",5
2009,"Poland","Norway",10
2009,"Poland","Ukraine",7
2009,"Russia","Albania",2
2009,"Russia","Azerbaijan",12
2009,"Russia","Croatia",3
2009,"Russia","Estonia",6
2009,"Russia","Greece",4
2009,"Russia","Lithuania",5
2009,"Russia","Moldova",8
2009,"Russia","Norway",10
2009,"Russia","Slovakia",1
2009,"Russia","Ukraine",7
2009,"Serbia","Azerbaijan",6
2009,"Serbia","Croatia",12
2009,"Serbia","Cyprus",2
2009,"Serbia","Estonia",4
2009,"Serbia","Greece",10
2009,"Serbia","Ireland",3
2009,"Serbia","Moldova",7
2009,"Serbia","Norway",8
2009,"Serbia","Slovenia",5
2009,"Serbia","Ukraine",1
2009,"Slovakia","Albania",4
2009,"Slovakia","Azerbaijan",12
2009,"Slovakia","Cyprus",1
2009,"Slovakia","Estonia",8
2009,"Slovakia","Greece",5
2009,"Slovakia","Hungary",2
2009,"Slovakia","Moldova",7
2009,"Slovakia","Norway",10
2009,"Slovakia","Poland",3
2009,"Slovakia","Ukraine",6
2009,"Slovenia","Albania",7
2009,"Slovenia","Azerbaijan",6
2009,"Slovenia","Croatia",10
2009,"Slovenia","Denmark",5
2009,"Slovenia","Estonia",1
2009,"Slovenia","Greece",4
2009,"Slovenia","Ireland",2
2009,"Slovenia","Moldova",3
2009,"Slovenia","Norway",8
2009,"Slovenia","Serbia",12
2009,"Spain","Azerbaijan",7
2009,"Spain","Denmark",4
2009,"Spain","Estonia",2
2009,"Spain","Greece",6
2009,"Spain","Hungary",3
2009,"Spain","Lithuania",1
2009,"Spain","Moldova",8
2009,"Spain","Norway",12
2009,"Spain","Serbia",5
2009,"Spain","Ukraine",10
2009,"The Netherlands","Albania",1
2009,"The Netherlands","Azerbaijan",8
2009,"The Netherlands","Denmark",7
2009,"The Netherlands","Estonia",5
2009,"The Netherlands","Greece",10
2009,"The Netherlands","Ireland",3
2009,"The Netherlands","Moldova",4
2009,"The Netherlands","Norway",12
2009,"The Netherlands","Poland",2
2009,"The Netherlands","Serbia",6
2009,"Ukraine","Albania",3
2009,"Ukraine","Azerbaijan",12
2009,"Ukraine","Croatia",1
2009,"Ukraine","Estonia",7
2009,"Ukraine","Greece",4
2009,"Ukraine","Lithuania",5
2009,"Ukraine","Moldova",8
2009,"Ukraine","Norway",10
2009,"Ukraine","Poland",6
2009,"Ukraine","Slovakia",2
2010,"Albania","Bosnia & Herzegovina",6
2010,"Albania","Denmark",2
2010,"Albania","Germany",10
2010,"Albania","Greece",12
2010,"Albania","Israel",4
2010,"Albania","Romania",5
2010,"Albania","Serbia",3
2010,"Albania","Spain",7
2010,"Albania","Turkey",8
2010,"Albania","United Kingdom",1
2010,"Armenia","Denmark",5
2010,"Armenia","France",6
2010,"Armenia","Georgia",12
2010,"Armenia","Greece",3
2010,"Armenia","Norway",2
2010,"Armenia","Portugal",4
2010,"Armenia","Romania",1
2010,"Armenia","Russia",10
2010,"Armenia","Spain",7
2010,"Armenia","Ukraine",8
2010,"Azerbaijan","Denmark",4
2010,"Azerbaijan","Georgia",8
2010,"Azerbaijan","Germany",1
2010,"Azerbaijan","Israel",5
2010,"Azerbaijan","Moldova",6
2010,"Azerbaijan","Romania",7
2010,"Azerbaijan","Russia",3
2010,"Azerbaijan","Turkey",12
2010,"Azerbaijan","Ukraine",10
2010,"Azerbaijan","United Kingdom",2
2010,"Belarus","Armenia",5
2010,"Belarus","Azerbaijan",6
2010,"Belarus","Georgia",7
2010,"Belarus","Iceland",2
2010,"Belarus","Israel",8
2010,"Belarus","Moldova",4
2010,"Belarus","Romania",1
2010,"Belarus","Russia",12
2010,"Belarus","Turkey",3
2010,"Belarus","Ukraine",10
2010,"Belgium","Albania",3
2010,"Belgium","Armenia",7
2010,"Belgium","Azerbaijan",5
2010,"Belgium","Denmark",2
2010,"Belgium","Georgia",4
2010,"Belgium","Germany",10
2010,"Belgium","Greece",12
2010,"Belgium","Iceland",8
2010,"Belgium","Spain",1
2010,"Belgium","Turkey",6
2010,"Bosnia & Herzegovina","Albania",5
2010,"Bosnia & Herzegovina","Azerbaijan",7
2010,"Bosnia & Herzegovina","France",3
2010,"Bosnia & Herzegovina","Georgia",4
2010,"Bosnia & Herzegovina","Germany",8
2010,"Bosnia & Herzegovina","Greece",6
2010,"Bosnia & Herzegovina","Israel",1
2010,"Bosnia & Herzegovina","Romania",2
2010,"Bosnia & Herzegovina","Serbia",12
2010,"Bosnia & Herzegovina","Turkey",10
2010,"Bulgaria","Armenia",8
2010,"Bulgaria","Azerbaijan",12
2010,"Bulgaria","Belarus",1
2010,"Bulgaria","Cyprus",4
2010,"Bulgaria","Georgia",6
2010,"Bulgaria","Germany",3
2010,"Bulgaria","Greece",5
2010,"Bulgaria","Spain",2
2010,"Bulgaria","Turkey",10
2010,"Bulgaria","Ukraine",7
2010,"Croatia","Albania",5
2010,"Croatia","Bosnia & Herzegovina",10
2010,"Croatia","Cyprus",4
2010,"Croatia","Denmark",2
2010,"Croatia","France",3
2010,"Croatia","Georgia",7
2010,"Croatia","Germany",6
2010,"Croatia","Ireland",1
2010,"Croatia","Serbia",8
2010,"Croatia","Turkey",12
2010,"Cyprus","Armenia",7
2010,"Cyprus","Azerbaijan",10
2010,"Cyprus","France",3
2010,"Cyprus","Georgia",5
2010,"Cyprus","Germany",4
2010,"Cyprus","Greece",12
2010,"Cyprus","Israel",2
2010,"Cyprus","Romania",8
2010,"Cyprus","Serbia",1
2010,"Cyprus","Ukraine",6
2010,"Denmark","Azerbaijan",2
2010,"Denmark","Belgium",10
2010,"Denmark","Cyprus",1
2010,"Denmark","France",7
2010,"Denmark","Germany",12
2010,"Denmark","Iceland",3
2010,"Denmark","Norway",5
2010,"Denmark","Portugal",4
2010,"Denmark","Romania",8
2010,"Denmark","Turkey",6
2010,"Estonia","Belgium",3
2010,"Estonia","Denmark",5
2010,"Estonia","France",1
2010,"Estonia","Georgia",8
2010,"Estonia","Germany",12
2010,"Estonia","Iceland",4
2010,"Estonia","Ireland",2
2010,"Estonia","Norway",7
2010,"Estonia","Russia",10
2010,"Estonia","Turkey",6
2010,"North Macedonia","Albania",12
2010,"North Macedonia","Armenia",4
2010,"North Macedonia","Azerbaijan",3
2010,"North Macedonia","Bosnia & Herzegovina",6
2010,"North Macedonia","Denmark",2
2010,"North Macedonia","France",1
2010,"North Macedonia","Georgia",5
2010,"North Macedonia","Germany",8
2010,"North Macedonia","Serbia",7
2010,"North Macedonia","Turkey",10
2010,"Finland","Belgium",6
2010,"Finland","Denmark",2
2010,"Finland","France",8
2010,"Finland","Germany",12
2010,"Finland","Greece",7
2010,"Finland","Iceland",5
2010,"Finland","Ireland",1
2010,"Finland","Israel",10
2010,"Finland","Spain",4
2010,"Finland","Turkey",3
2010,"France","Armenia",6
2010,"France","Belgium",7
2010,"France","Bosnia & Herzegovina",5
2010,"France","Germany",3
2010,"France","Greece",4
2010,"France","Israel",1
2010,"France","Portugal",8
2010,"France","Serbia",10
2010,"France","Turkey",12
2010,"France","Ukraine",2
2010,"Georgia","Armenia",10
2010,"Georgia","Azerbaijan",8
2010,"Georgia","Belarus",12
2010,"Georgia","Israel",4
2010,"Georgia","Moldova",1
2010,"Georgia","Norway",6
2010,"Georgia","Spain",2
2010,"Georgia","Turkey",5
2010,"Georgia","Ukraine",7
2010,"Georgia","United Kingdom",3
2010,"Germany","Albania",1
2010,"Germany","Armenia",7
2010,"Germany","Belgium",12
2010,"Germany","France",3
2010,"Germany","Greece",8
2010,"Germany","Iceland",4
2010,"Germany","Ireland",2
2010,"Germany","Portugal",6
2010,"Germany","Serbia",5
2010,"Germany","Turkey",10
2010,"Greece","Albania",10
2010,"Greece","Armenia",7
2010,"Greece","Azerbaijan",1
2010,"Greece","Belgium",6
2010,"Greece","Cyprus",12
2010,"Greece","France",8
2010,"Greece","Georgia",5
2010,"Greece","Germany",2
2010,"Greece","Iceland",3
2010,"Greece","Romania",4
2010,"Iceland","Albania",7
2010,"Iceland","Azerbaijan",4
2010,"Iceland","Belgium",10
2010,"Iceland","Denmark",12
2010,"Iceland","France",6
2010,"Iceland","Georgia",2
2010,"Iceland","Germany",3
2010,"Iceland","Greece",8
2010,"Iceland","Portugal",1
2010,"Iceland","Romania",5
2010,"Ireland","Azerbaijan",3
2010,"Ireland","Belgium",10
2010,"Ireland","Denmark",12
2010,"Ireland","France",6
2010,"Ireland","Georgia",5
2010,"Ireland","Germany",8
2010,"Ireland","Norway",2
2010,"Ireland","Romania",7
2010,"Ireland","Turkey",1
2010,"Ireland","United Kingdom",4
2010,"Israel","Armenia",12
2010,"Israel","Azerbaijan",7
2010,"Israel","Denmark",4
2010,"Israel","France",3
2010,"Israel","Georgia",5
2010,"Israel","Ireland",6
2010,"Israel","Romania",8
2010,"Israel","Russia",10
2010,"Israel","Spain",1
2010,"Israel","Ukraine",2
2010,"Latvia","Armenia",1
2010,"Latvia","Azerbaijan",2
2010,"Latvia","Belgium",4
2010,"Latvia","Denmark",10
2010,"Latvia","Germany",12
2010,"Latvia","Portugal",6
2010,"Latvia","Romania",3
2010,"Latvia","Russia",8
2010,"Latvia","Spain",5
2010,"Latvia","Ukraine",7
2010,"Lithuania","Belgium",7
2010,"Lithuania","Cyprus",1
2010,"Lithuania","Denmark",3
2010,"Lithuania","Georgia",12
2010,"Lithuania","Germany",10
2010,"Lithuania","Romania",2
2010,"Lithuania","Russia",5
2010,"Lithuania","Spain",8
2010,"Lithuania","Turkey",4
2010,"Lithuania","Ukraine",6
2010,"Malta","Azerbaijan",12
2010,"Malta","Belgium",10
2010,"Malta","Denmark",8
2010,"Malta","France",2
2010,"Malta","Germany",4
2010,"Malta","Greece",7
2010,"Malta","Iceland",6
2010,"Malta","Norway",3
2010,"Malta","Portugal",1
2010,"Malta","Romania",5
2010,"Moldova","Armenia",6
2010,"Moldova","Azerbaijan",7
2010,"Moldova","Belarus",3
2010,"Moldova","Georgia",5
2010,"Moldova","Greece",2
2010,"Moldova","Israel",1
2010,"Moldova","Romania",12
2010,"Moldova","Russia",10
2010,"Moldova","Spain",4
2010,"Moldova","Ukraine",8
2010,"Norway","Azerbaijan",7
2010,"Norway","Belgium",3
2010,"Norway","Denmark",8
2010,"Norway","France",4
2010,"Norway","Georgia",1
2010,"Norway","Germany",12
2010,"Norway","Iceland",6
2010,"Norway","Israel",5
2010,"Norway","Romania",10
2010,"Norway","Turkey",2
2010,"Poland","Albania",2
2010,"Poland","Armenia",5
2010,"Poland","Azerbaijan",8
2010,"Poland","Belgium",10
2010,"Poland","Denmark",12
2010,"Poland","Georgia",4
2010,"Poland","Germany",7
2010,"Poland","Greece",1
2010,"Poland","Romania",6
2010,"Poland","Ukraine",3
2010,"Portugal","Belgium",5
2010,"Portugal","Denmark",4
2010,"Portugal","France",7
2010,"Portugal","Germany",1
2010,"Portugal","Greece",8
2010,"Portugal","Moldova",6
2010,"Portugal","Norway",3
2010,"Portugal","Romania",10
2010,"Portugal","Russia",2
2010,"Portugal","Spain",12
2010,"Romania","Albania",1
2010,"Romania","Armenia",6
2010,"Romania","Belgium",4
2010,"Romania","Denmark",12
2010,"Romania","Germany",3
2010,"Romania","Greece",7
2010,"Romania","Moldova",10
2010,"Romania","Spain",2
2010,"Romania","Turkey",8
2010,"Romania","Ukraine",5
2010,"Russia","Armenia",12
2010,"Russia","Azerbaijan",8
2010,"Russia","Belarus",2
2010,"Russia","Belgium",5
2010,"Russia","Denmark",1
2010,"Russia","Georgia",10
2010,"Russia","Germany",6
2010,"Russia","Romania",3
2010,"Russia","Spain",4
2010,"Russia","Ukraine",7
2010,"Serbia","Armenia",1
2010,"Serbia","Belgium",5
2010,"Serbia","Bosnia & Herzegovina",12
2010,"Serbia","France",4
2010,"Serbia","Germany",8
2010,"Serbia","Greece",10
2010,"Serbia","Portugal",2
2010,"Serbia","Romania",6
2010,"Serbia","Turkey",3
2010,"Serbia","Ukraine",7
2010,"Slovakia","Armenia",4
2010,"Slovakia","Belgium",10
2010,"Slovakia","Cyprus",2
2010,"Slovakia","Denmark",7
2010,"Slovakia","Germany",12
2010,"Slovakia","Greece",5
2010,"Slovakia","Israel",8
2010,"Slovakia","Norway",3
2010,"Slovakia","Romania",1
2010,"Slovakia","Russia",6
2010,"Slovenia","Bosnia & Herzegovina",4
2010,"Slovenia","Denmark",12
2010,"Slovenia","France",3
2010,"Slovenia","Georgia",1
2010,"Slovenia","Germany",10
2010,"Slovenia","Israel",6
2010,"Slovenia","Romania",7
2010,"Slovenia","Serbia",8
2010,"Slovenia","Spain",5
2010,"Slovenia","Turkey",2
2010,"Spain","Armenia",8
2010,"Spain","Azerbaijan",7
2010,"Spain","Denmark",4
2010,"Spain","France",2
2010,"Spain","Georgia",1
2010,"Spain","Germany",12
2010,"Spain","Greece",5
2010,"Spain","Portugal",6
2010,"Spain","Romania",10
2010,"Spain","Turkey",3
2010,"Sweden","Armenia",1
2010,"Sweden","Belgium",2
2010,"Sweden","Cyprus",3
2010,"Sweden","Denmark",8
2010,"Sweden","Georgia",6
2010,"Sweden","Germany",12
2010,"Sweden","Norway",4
2010,"Sweden","Romania",10
2010,"Sweden","Serbia",7
2010,"Sweden","Turkey",5
2010,"Switzerland","Albania",8
2010,"Switzerland","Azerbaijan",2
2010,"Switzerland","Belgium",7
2010,"Switzerland","Georgia",1
2010,"Switzerland","Germany",12
2010,"Switzerland","Ireland",6
2010,"Switzerland","Portugal",5
2010,"Switzerland","Romania",4
2010,"Switzerland","Serbia",10
2010,"Switzerland","Turkey",3
2010,"The Netherlands","Armenia",12
2010,"The Netherlands","Belgium",6
2010,"The Netherlands","Denmark",2
2010,"The Netherlands","Germany",4
2010,"The Netherlands","Greece",3
2010,"The Netherlands","Israel",10
2010,"The Netherlands","Romania",5
2010,"The Netherlands","Serbia",1
2010,"The Netherlands","Turkey",8
2010,"The Netherlands","Ukraine",7
2010,"Turkey","Albania",7
2010,"Turkey","Armenia",6
2010,"Turkey","Azerbaijan",12
2010,"Turkey","Bosnia & Herzegovina",8
2010,"Turkey","Georgia",5
2010,"Turkey","Germany",10
2010,"Turkey","Greece",3
2010,"Turkey","Romania",2
2010,"Turkey","Russia",4
2010,"Turkey","Ukraine",1
2010,"Ukraine","Armenia",6
2010,"Ukraine","Azerbaijan",12
2010,"Ukraine","Belgium",1
2010,"Ukraine","Georgia",7
2010,"Ukraine","Germany",5
2010,"Ukraine","Israel",3
2010,"Ukraine","Romania",2
2010,"Ukraine","Russia",10
2010,"Ukraine","Spain",4
2010,"Ukraine","Turkey",8
2010,"United Kingdom","Albania",1
2010,"United Kingdom","Denmark",6
2010,"United Kingdom","France",2
2010,"United Kingdom","Germany",4
2010,"United Kingdom","Greece",12
2010,"United Kingdom","Ireland",7
2010,"United Kingdom","Israel",3
2010,"United Kingdom","Romania",8
2010,"United Kingdom","Turkey",10
2010,"United Kingdom","Ukraine",5
2010,"Albania","Belgium",4
2010,"Albania","Bosnia & Herzegovina",7
2010,"Albania","Estonia",1
2010,"Albania","North Macedonia",12
2010,"Albania","Greece",10
2010,"Albania","Iceland",8
2010,"Albania","Malta",2
2010,"Albania","Poland",6
2010,"Albania","Portugal",5
2010,"Albania","Serbia",3
2010,"Belarus","Belgium",8
2010,"Belarus","Bosnia & Herzegovina",4
2010,"Belarus","Estonia",1
2010,"Belarus","Finland",7
2010,"Belarus","Greece",5
2010,"Belarus","Iceland",6
2010,"Belarus","Malta",2
2010,"Belarus","Moldova",10
2010,"Belarus","Poland",3
2010,"Belarus","Russia",12
2010,"Belgium","Albania",8
2010,"Belgium","Finland",7
2010,"Belgium","Greece",10
2010,"Belgium","Iceland",12
2010,"Belgium","Moldova",2
2010,"Belgium","Poland",6
2010,"Belgium","Portugal",4
2010,"Belgium","Russia",5
2010,"Belgium","Serbia",3
2010,"Belgium","Slovakia",1
